Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role,Poss
2022-2023,Nadir Zortea,DF,Sassuolo,it Serie A,it ITA,23,10,7,657,7.3,0.0,0.002845528455284553,0.002845528455284553,0.0,0.002845528455284553,0.0,0.0,27.060000000000002,0.0,0.0,0.0006097560975609755,0.0006097560975609755,0.002032520325203252,0.0014227642276422765,0.04,0.002235772357723577,0.06951219512195121,0.013821138211382113,0.00548780487804878,40.0,0.0,0.0,23.8,0.0,0.04,-0.03,1.1422764227642277,0.9410569105691056,0.1977642276422764,0.024999999999999998,0.0,80.688,0.14,0.8638211382113821,75.6,13.676829268292682,5.516260162601625,0.45731707317073167,0.5040650406504065,90.6,0.33739837398373984,0.4288617886178862,78.6,0.05284552845528455,0.15040650406504064,35.2,0.019512195121951216,0.06402439024390244,0.024999999999999998,0.011178861788617886,0.10589430894308942,0.002845528455284553,0.09186991869918698,0.00548780487804878,0.002845528455284553,0.002845528455284553,0.0,0.03902439024390243,0.03333333333333333,0.002845528455284553,0.002845528455284553,0.0,0.0,0.0,0.00548780487804878,0.00548780487804878,0.0,0.0,0.0,0.0,0.0,100.86,54.120000000000005,80.688,13.284000000000002,6.888000000000001,94.464,64.3,67.40400000000001,27.060000000000002,0.82,27.060000000000002,141.696,0.0,1.4085365853658536,0.44512195121951215,0.6402439024390244,0.3292682926829268,0.022357723577235773,0.05569105691056911,30.0,45.0,0.7682926829268292,4.502032520325203,0.06686991869918699,2.5995934959349594,0.05284552845528455,0.008333333333333333,80.688,33.456,0.8414634146341463,0.06951219512195121,74.292,40.344,0.0,0.0,0.0,0.0,235.668,40.344,54.120000000000005,42.9,Full-Back,49.2
2022-2023,Nadir Zortea,"DF,MF",Atalanta,it Serie A,it ITA,23,9,1,222,2.5,0.008016032064128258,0.0,0.008016032064128258,0.008016032064128258,0.008216432865731463,0.0,0.0,19.96,0.0,0.0,0.0008016032064128256,0.0008016032064128256,0.004809619238476954,0.0016032064128256513,-0.24,0.00561122244488978,0.10420841683366734,0.03206412825651303,0.02404809619238477,75.0,0.00501002004008016,0.0066132264529058125,20.4,0.0,0.03,0.36,0.7855711422845693,0.6653306613226454,0.12024048096192386,0.0,0.008016032064128258,119.75999999999999,0.0,0.4809619238476954,61.2,7.511022044088177,4.825651302605211,0.24849699398797598,0.3046092184368737,81.6,0.17635270541082165,0.280561122244489,62.9,0.04008016032064128,0.10420841683366734,38.5,0.02404809619238477,0.02404809619238477,0.02404809619238477,0.008016032064128258,0.07214428857715431,0.0,0.08016032064128256,0.0,0.0,0.0,0.0,0.06412825651302606,0.04008016032064128,0.0,0.016032064128256515,0.008016032064128258,0.0,0.0,0.008016032064128258,0.008016032064128258,0.0,0.0,0.0,0.0,0.0,199.6,99.8,59.879999999999995,139.72,0.0,79.84,75.0,79.84,0.0,1.6,0.0,79.84,0.0,1.2264529058116234,0.36072144288577157,0.40080160320641284,0.4809619238476954,0.056112224448897796,0.1683366733466934,47.6,47.6,0.625250501002004,3.8476953907815634,0.08817635270541083,2.1402805611222444,0.056112224448897796,0.016032064128256515,119.75999999999999,39.92,0.657314629258517,0.10420841683366734,79.84,0.0,0.0,0.0,0.0,0.0,279.44,99.8,19.96,83.3,Full-Back,49.9
2022-2023,Simon Zoller,FW,Bochum,de Bundesliga,de GER,31,27,19,"1,457",16.2,0.004121475054229935,0.0026030368763557484,0.006724511930585683,0.004121475054229935,0.006724511930585683,0.0,0.0,14.291,0.0,0.0,0.005422993492407809,0.005422993492407809,0.0015184381778741867,0.0006507592190889371,0.06,0.006941431670281995,0.08177874186550976,0.04013015184381779,0.012147505422993494,30.0,0.0021691973969631237,0.0071583514099783085,12.6,0.0,0.14,-0.07,0.44468546637744033,0.4121475054229935,0.030802603036876354,0.0,0.0026030368763557484,45.639,0.06,0.27765726681127983,62.7,4.288503253796095,0.9718004338394793,0.1579175704989154,0.2299349240780911,69.0,0.0963123644251627,0.15401301518438176,62.6,0.01735357917570499,0.025379609544468544,68.4,0.012147505422993494,0.021475054229934922,0.005422993492407809,0.0,0.028199566160520606,0.0026030368763557484,0.021475054229934922,0.0,0.0,0.0,0.0,0.026681127982646418,0.021475054229934922,0.0013015184381778742,0.0013015184381778742,0.0013015184381778742,0.0013015184381778742,0.0,0.0026030368763557484,0.0026030368763557484,0.0,0.0,0.0,0.0,0.0,31.348000000000003,11.525,5.532,22.589,2.766,34.114,33.3,39.646,2.766,0.8,17.057,59.93000000000001,0.0,0.616052060737527,0.0843817787418655,0.2928416485900217,0.24295010845986983,0.0737527114967462,0.009327548806941432,28.6,28.6,0.26898047722342733,0.9457700650759219,0.013449023861171366,0.3188720173535792,0.0013015184381778742,0.008026030368763558,53.937,17.057,0.35791757049891537,0.08177874186550976,59.93000000000001,22.589,19.823,0.0,2.766,0.0,162.27200000000002,42.873000000000005,56.703,42.9,Inverted Winger,46.1
2022-2023,Jeroen Zoet,GK,Spezia,it Serie A,nl NED,31,5,4,334,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573839662447257,0.5909282700421942,0.16540084388185655,0.03417721518987342,0.0,0.0,0.0,0.42827004219409287,56.4,13.20464135021097,11.381856540084389,0.10253164556962026,0.10253164556962026,100.0,0.1710970464135021,0.18248945147679327,93.8,0.14831223628691984,0.46835443037974683,31.7,0.0,0.03417721518987342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056962025316455705,0.0056962025316455705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.798,12.798,12.798,0.0,0.0,12.798,100.0,0.0,0.0,0.0,0.0,12.798,0.0,0.8037974683544304,0.7974683544303797,0.0056962025316455705,0.0,0.0,0.0056962025316455705,100.0,0.0,0.47890295358649787,3.0443037974683547,0.0,1.5801687763713081,0.0,0.0,0.0,0.0,0.33544303797468356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.384,0.0,0.0,0.0,Sweeper Keeper,47.4
2022-2023,Hakim Ziyech,"FW,MF",Chelsea,eng Premier League,ma MAR,29,18,6,661,7.3,0.0,0.006984667802385007,0.006984667802385007,0.0,0.006984667802385007,0.0,0.0,8.218000000000002,0.0,0.0,0.001362862010221465,0.001362862010221465,0.005110732538330494,0.0035775127768313455,0.11,0.006473594548551959,0.16098807495741055,0.0373083475298126,0.006984667802385007,18.8,0.0,0.0,22.7,0.0,0.04,-0.08,0.9335604770017035,0.8143100511073254,0.10971039182282794,0.02793867120954003,0.009369676320272573,120.335,0.55,0.6013628620102214,64.5,9.853492333901192,3.664395229982964,0.34582623509369675,0.39522998296422485,87.6,0.1908006814310051,0.31005110732538327,61.7,0.05604770017035775,0.15400340715502553,36.4,0.03270868824531516,0.04667802385008518,0.044293015332197615,0.01635434412265758,0.0979557069846678,0.006984667802385007,0.16013628620102213,0.04667802385008518,0.02793867120954003,0.009369676320272573,0.002385008517887564,0.0746166950596252,0.058262350936967626,0.009369676320272573,0.002385008517887564,0.0,0.002385008517887564,0.002385008517887564,0.006984667802385007,0.0045996592844974446,0.002385008517887564,0.0,0.0,0.0,0.0,160.83800000000002,96.268,96.268,39.916000000000004,24.067,72.20100000000001,44.4,64.57000000000001,0.0,1.1,39.916000000000004,39.916000000000004,8.218000000000002,1.1788756388415673,0.17206132879045996,0.42930153321976144,0.5860306643952299,0.03969335604770017,0.07700170357751276,42.4,45.5,0.706984667802385,3.512776831345826,0.04667802385008518,1.533219761499148,0.03969335604770017,0.01635434412265758,96.268,104.486,0.8262350936967632,0.16098807495741055,96.268,112.70400000000001,24.067,0.0,0.0,0.0,369.81,0.0,39.916000000000004,0.0,Inverted Winger,58.7
2022-2023,Joshua Zirkzee,FW,Bologna,it Serie A,nl NED,21,19,5,822,9.1,0.0040219378427787935,0.0040219378427787935,0.008043875685557587,0.0040219378427787935,0.008043875685557587,0.0,0.0,6.017,0.0,0.0,0.006215722120658135,0.006215722120658135,0.002742230347349177,0.0009140767824497258,0.07,0.008957952468007312,0.1486288848263254,0.0583180987202925,0.016087751371115174,27.6,0.001279707495429616,0.004570383912248629,16.3,0.0,0.11,-0.12,0.5155393053016453,0.4756855575868373,0.034186471663619745,0.0,0.0040219378427787935,54.153000000000006,0.22,0.3985374771480804,77.0,5.074954296160878,0.8720292504570384,0.26873857404021934,0.3126142595978062,85.9,0.0943327239488117,0.12248628884826325,77.0,0.01206581352833638,0.018098720292504568,66.7,0.03217550274223035,0.02413162705667276,0.01206581352833638,0.0,0.034186471663619745,0.0,0.0020109689213893968,0.0,0.0,0.0,0.0,0.07239488117001827,0.04625228519195612,0.0,0.014076782449725777,0.008043875685557587,0.0020109689213893968,0.0020109689213893968,0.008043875685557587,0.008043875685557587,0.0,0.0,0.0,0.0,0.0,24.068,12.034,6.017,6.017,12.034,42.119,28.6,24.068,6.017,0.33,24.068,24.068,0.0,0.7605118829981719,0.04223034734917733,0.35648994515539306,0.3711151736745887,0.06636197440585008,0.08592321755027423,43.2,51.4,0.4734917733089579,2.3674588665447898,0.02010968921389397,0.8171846435100548,0.03217550274223035,0.010054844606946984,216.61200000000002,150.425,0.6215722120658135,0.1486288848263254,48.136,54.153000000000006,12.034,0.0,0.0,0.0,158.63,72.20400000000001,150.425,32.4,Deep Lying Forward,54.7
2022-2023,Oleksandr Zinchenko,DF,Arsenal,eng Premier League,ua UKR,25,27,26,"2,118",23.5,0.0006745362563237774,0.0015177065767284991,0.0021922428330522765,0.0006745362563237774,0.0021922428330522765,0.0,0.0,7.709,0.0,0.0,0.0010118043844856662,0.0010118043844856662,0.0010118043844856662,0.0016863406408094436,0.03,0.0020236087689713324,0.04873524451939292,0.020067453625632378,0.00505902192242833,25.0,0.0006745362563237774,0.002360876897133221,22.7,0.0,0.05,-0.02,1.3709949409780775,1.2225969645868466,0.14569983136593592,0.03524451939291737,0.004384485666104553,72.939,0.21,1.1854974704890389,86.4,19.391231028667793,5.66779089376054,0.5801011804384486,0.6290050590219224,92.2,0.49915682967959535,0.5733558178752108,87.2,0.07537942664418212,0.10623946037099494,70.9,0.013659359190556494,0.14418212478920744,0.029342327150084318,0.002866779089376054,0.16290050590219227,0.008600337268128162,0.026475548060708266,0.0006745362563237774,0.0,0.0,0.0,0.040134907251264756,0.03524451939291737,0.0006745362563237774,0.0,0.002866779089376054,0.0006745362563237774,0.0006745362563237774,0.002866779089376054,0.0021922428330522765,0.0,0.0,0.0006745362563237774,0.0,0.0,100.80999999999999,45.661,35.58,42.696,22.534,100.80999999999999,52.5,50.404999999999994,5.337,0.77,55.742,96.066,5.337,1.51602023608769,0.33220910623946037,0.7588532883642496,0.43844856661045534,0.023608768971332208,0.0178752107925801,60.0,36.0,0.9055649241146713,4.951096121416526,0.04806070826306914,2.7166947723440136,0.047386172006745365,0.005733558178752108,40.324,37.952,1.0033726812816188,0.04873524451939292,15.418,27.871,2.372,0.0,0.0,0.0,411.54200000000003,128.68099999999998,50.404999999999994,71.8,Complete Wing-Back,59.3
2022-2023,David Zima,DF,Torino,it Serie A,cz CZE,21,9,4,406,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003383458646616541,0.003383458646616541,0.0003759398496240601,0.0,-0.02,0.0037593984962406013,0.02086466165413534,0.016729323308270677,0.008270676691729323,50.0,0.0,0.0,12.0,0.0,0.2,-0.18,0.8233082706766917,0.8101503759398496,0.012593984962406015,0.012593984962406015,0.0,35.644000000000005,0.0,0.6428571428571429,78.2,11.312030075187968,3.1033834586466162,0.25,0.32142857142857145,77.9,0.3045112781954887,0.35902255639097747,84.9,0.050187969924812025,0.08345864661654136,60.0,0.008270676691729323,0.025,0.012593984962406015,0.0,0.050187969924812025,0.0,0.0,0.0,0.0,0.0,0.0,0.016729323308270677,0.016729323308270677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4,59.05200000000001,59.05200000000001,47.348000000000006,0.0,47.348000000000006,75.0,82.992,23.408,1.11,106.4,129.808,23.408,1.0225563909774436,0.4755639097744361,0.5056390977443609,0.050187969924812025,0.02086466165413534,0.004135338345864661,100.0,0.0,0.46428571428571425,2.2593984962406015,0.012593984962406015,1.1654135338345863,0.008270676691729323,0.0,11.704,23.408,0.5394736842105263,0.02086466165413534,47.348000000000006,23.408,0.0,0.0,0.0,0.0,283.55600000000004,177.156,106.4,62.5,Ball Playing Defender,53.2
2022-2023,Piotr Zieliński,MF,Napoli,it Serie A,pl POL,28,37,27,"2,287",25.4,0.001941747572815534,0.005016181229773463,0.006957928802588997,0.001941747572815534,0.006957928802588997,0.0,0.0,7.4159999999999995,0.0,0.0,0.00226537216828479,0.00226537216828479,0.004692556634304207,0.004854368932038835,0.02,0.006957928802588997,0.08220064724919095,0.03381877022653722,0.012135922330097087,35.8,0.000970873786407767,0.0025889967637540453,22.4,0.003883495145631068,0.07,-0.02,0.9886731391585761,0.8802588996763754,0.1063106796116505,0.026051779935275084,0.0012944983818770227,60.56399999999999,0.16,0.8284789644012945,83.8,11.881877022653722,3.5258899676375406,0.4886731391585761,0.5307443365695793,92.1,0.22815533980582525,0.2702265372168285,84.9,0.06051779935275082,0.106957928802589,56.5,0.053559870550161814,0.07766990291262137,0.02864077669902913,0.00453074433656958,0.08155339805825243,0.003883495145631068,0.07135922330097087,0.05857605177993528,0.019093851132686083,0.022977346278317153,0.0006472491909385113,0.08592233009708737,0.054207119741100325,0.023624595469255664,0.0025889967637540453,0.001941747572815534,0.003883495145631068,0.0,0.007605177993527508,0.005016181229773463,0.001941747572815534,0.0,0.0006472491909385113,0.0,0.0,41.406,24.102,2.472,26.573999999999998,12.36,60.56399999999999,48.0,38.934,12.36,0.43,33.99,17.304000000000002,0.0,1.1181229773462782,0.11650485436893204,0.5242718446601942,0.4870550161812298,0.03446601941747573,0.036893203883495145,37.9,50.0,0.6925566343042071,3.4223300970873787,0.039482200647249194,1.5825242718446602,0.04773462783171521,0.005663430420711974,65.508,36.461999999999996,0.8673139158576052,0.08220064724919095,51.294,85.28399999999999,4.944,0.0,0.0,0.0,259.56,9.888,31.518,23.5,Goalkeeper,61.8
2022-2023,Edon Zhegrova,"FW,MF",Lille,fr Ligue 1,xk KVX,23,22,11,"1,056",11.7,0.004297520661157025,0.005619834710743802,0.009917355371900825,0.004297520661157025,0.009917355371900825,0.0,0.0,5.444999999999999,0.0,0.0,0.005123966942148761,0.005123966942148761,0.006446280991735537,0.00743801652892562,-0.05,0.011570247933884297,0.27438016528925624,0.05933884297520661,0.01983471074380165,33.3,0.0011570247933884298,0.003471074380165289,18.4,0.0014876033057851239,0.09,-0.05,0.8528925619834711,0.7537190082644628,0.09603305785123967,0.015537190082644627,0.002809917355371901,124.02499999999999,0.17,0.6561983471074381,76.8,9.760330578512397,3.2115702479338846,0.3785123966942148,0.44462809917355367,85.1,0.20826446280991734,0.26611570247933886,78.2,0.04661157024793388,0.08611570247933885,54.1,0.04231404958677686,0.03256198347107438,0.04661157024793388,0.011239669421487604,0.07338842975206612,0.004297520661157025,0.10314049586776859,0.05223140495867769,0.015537190082644627,0.015537190082644627,0.0,0.11024793388429752,0.05933884297520661,0.02115702479338843,0.011239669421487604,0.009917355371900825,0.005619834710743802,0.002809917355371901,0.015537190082644627,0.008429752066115702,0.002809917355371901,0.0,0.002809917355371901,0.0014876033057851239,0.0,93.17,62.315000000000005,30.855,36.3,26.015,103.455,60.0,46.585,0.0,0.77,10.285,10.285,0.0,1.1140495867768596,0.05933884297520661,0.315702479338843,0.7537190082644628,0.1115702479338843,0.1568595041322314,47.7,48.6,0.8892561983471073,6.601652892561983,0.10446280991735538,3.3157024793388428,0.07487603305785125,0.04942148760330579,170.60999999999999,87.725,0.828099173553719,0.27438016528925624,56.87,77.44,10.285,5.444999999999999,0.0,0.0,300.08,0.0,30.855,0.0,Inverted Winger,60.5
2022-2023,Nathan Zeze,DF,Nantes,fr Ligue 1,fr FRA,17,1,1,59,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8082788671023966,0.7777777777777779,0.031154684095860564,0.031154684095860564,0.0,0.0,0.0,0.5599128540305011,69.2,10.115468409586057,3.237472766884532,0.12440087145969499,0.15555555555555556,80.0,0.3725490196078432,0.5294117647058824,70.6,0.031154684095860564,0.06230936819172113,50.0,0.0,0.031154684095860564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.911,131.274,131.274,65.637,0.0,65.637,100.0,0.0,0.0,0.0,0.0,65.637,0.0,0.934640522875817,0.4662309368191721,0.4662309368191721,0.0,0.0,0.0,0.0,0.0,0.6230936819172114,3.20479302832244,0.0,1.5250544662309369,0.0,0.0,0.0,0.0,0.5599128540305011,0.0,0.0,65.637,0.0,0.0,0.0,0.0,131.274,65.637,65.637,50.0,No-Nonsense Centre-Back,45.9
2022-2023,Michael Zetterer,GK,Werder Bremen,de Bundesliga,de GER,27,2,1,152,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7281947261663286,0.547870182555781,0.17890466531440163,0.03569979716024341,0.0,0.0,0.0,0.513184584178499,70.5,18.17241379310345,14.389452332657202,0.023935091277890466,0.023935091277890466,100.0,0.2150101419878296,0.2150101419878296,100.0,0.27383367139959436,0.488843813387424,56.1,0.0,0.023935091277890466,0.0,0.0,0.0,0.011967545638945233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.086999999999996,0.0,0.7870182555780932,0.7870182555780932,0.0,0.0,0.0,0.0,0.0,0.0,0.4421906693711968,3.0669371196754565,0.0,1.849898580121704,0.0,0.0,0.0,0.0,0.32251521298174446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.086999999999996,29.086999999999996,0.0,100.0,Sweeper Keeper,49.3
2022-2023,Alessio Zerbin,FW,Napoli,it Serie A,it ITA,23,10,2,198,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.81,0.0,0.0,0.00226537216828479,0.00226537216828479,0.0,0.0008090614886731392,0.0,0.00226537216828479,0.1470873786407767,0.03673139158576052,0.022006472491909387,60.0,0.0,0.0,19.1,0.0,0.05,-0.14,0.5744336569579288,0.558252427184466,0.0,0.0,0.0,56.238,0.91,0.412621359223301,71.8,5.302588996763754,0.970873786407767,0.22815533980582525,0.28640776699029125,79.5,0.11763754045307444,0.17637540453074435,66.7,0.022006472491909387,0.02944983818770227,75.0,0.0,0.022006472491909387,0.007281553398058253,0.0,0.0441747572815534,0.0,0.007281553398058253,0.0,0.0,0.0,0.0,0.014724919093851135,0.014724919093851135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.19,140.286,112.476,140.286,27.81,224.952,50.0,56.238,0.0,0.91,56.238,56.238,0.0,0.8462783171521036,0.11763754045307444,0.46278317152103565,0.26537216828478966,0.06618122977346279,0.03673139158576052,40.0,60.0,0.5226537216828478,2.3689320388349517,0.03673139158576052,0.912621359223301,0.0,0.022006472491909387,140.286,140.286,0.6181229773462784,0.1470873786407767,302.82,168.714,27.81,0.0,0.0,0.0,224.952,0.0,27.81,0.0,Inverted Winger,61.8
2022-2023,Robin Zentner,GK,Mainz 05,de Bundesliga,de GER,27,26,26,"2,34",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7919999999999998,0.0,0.0,0.0,0.0,0.0,0.00022321428571428573,-0.0,0.0,0.0008928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7455357142857143,0.5145089285714286,0.2189732142857143,0.05245535714285715,0.0,0.0,0.08,0.45758928571428575,61.3,15.029017857142858,11.459821428571429,0.054017857142857145,0.054017857142857145,100.0,0.20357142857142857,0.20937500000000003,97.1,0.19910714285714287,0.4799107142857143,41.5,0.0008928571428571429,0.022321428571428572,0.0008928571428571429,0.0,0.005133928571428572,0.0008928571428571429,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0026785714285714286,0.005133928571428572,0.0,0.0,0.0,0.0,0.0017857142857142859,0.0008928571428571429,0.0008928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,0.0,0.0,0.0,29.119999999999997,1.7919999999999998,0.8080357142857144,0.7879464285714286,0.016294642857142858,0.004241071428571429,0.003348214285714286,0.0,0.0,0.0,0.44642857142857145,2.544642857142857,0.0,1.439732142857143,0.0,0.0,1.7919999999999998,0.0,0.28571428571428575,0.0008928571428571429,0.0,5.3759999999999994,0.0,0.0,0.0,0.0,73.91999999999999,27.776,0.0,100.0,Sweeper Keeper,44.8
2022-2023,Arber Zeneli,"FW,MF",Reims,fr Ligue 1,xk KVX,27,23,12,1,11.1,0.0,0.0036960985626283364,0.0036960985626283364,0.0,0.0036960985626283364,0.0,0.0,0.0,0.0,0.0,0.0039014373716632442,0.0039014373716632442,0.005749486652977413,0.004312114989733059,-0.1,0.009650924024640656,0.21765913757700203,0.05728952772073922,0.01108829568788501,19.4,0.0,0.0,20.8,0.009240246406570842,0.07,-0.19,0.7946611909650925,0.6632443531827514,0.12956878850102668,0.025872689938398356,0.007392197125256673,65.745,0.18,0.5585215605749486,70.2,8.318275154004107,2.8008213552361396,0.3326488706365503,0.4045174537987679,82.2,0.16652977412731004,0.24024640657084187,69.2,0.035112936344969196,0.09055441478439424,38.8,0.0406570841889117,0.04435318275154004,0.035112936344969196,0.0018480492813141682,0.09425051334702259,0.0,0.09240246406570841,0.06652977412731007,0.03326488706365503,0.02032854209445585,0.0,0.08685831622176592,0.05174537987679671,0.014784394250513345,0.01108829568788501,0.005544147843942505,0.0036960985626283364,0.0,0.012936344969199178,0.009240246406570842,0.0,0.0,0.0018480492813141682,0.0018480492813141682,0.0,39.447,13.149000000000001,13.149000000000001,13.149000000000001,13.149000000000001,52.596000000000004,41.7,35.064,0.0,0.72,8.766,8.766,0.0,1.1129363449691991,0.10164271047227925,0.406570841889117,0.6262833675564682,0.10369609856262833,0.111088295687885,28.3,63.3,0.7946611909650925,5.8028747433264884,0.08316221765913757,2.492813141683778,0.05174537987679671,0.05359342915811088,206.00100000000003,100.809,0.7371663244353182,0.21765913757700203,30.681,87.66000000000001,13.149000000000001,4.383,0.0,0.0,254.70100000000002,17.532,35.064,33.3,Winger,48.7
2022-2023,Jordan Zemura,DF,Bournemouth,eng Premier League,zw ZIM,22,19,17,"1,454",16.2,0.0,0.0014851485148514852,0.0014851485148514852,0.0,0.0014851485148514852,0.0,0.0,2.424,0.0,0.0,0.0004950495049504951,0.0004950495049504951,0.0029702970297029703,0.003217821782178218,-0.06,0.003465346534653466,0.07326732673267326,0.006188118811881188,0.0,0.0,0.0,0.0,12.9,0.0,0.1,-0.02,0.9084158415841586,0.695049504950495,0.19405940594059407,0.012128712871287129,0.0,74.74,0.06,0.6460396039603961,71.2,9.346534653465348,4.96039603960396,0.3688118811881188,0.43316831683168316,85.2,0.20321782178217826,0.2846534653465347,71.1,0.035148514851485145,0.08415841584158416,41.8,0.02747524752475248,0.04900990099009901,0.018316831683168316,0.007673267326732673,0.0688118811881188,0.0014851485148514852,0.02747524752475248,0.0,0.0,0.0,0.0,0.05495049504950496,0.03811881188118812,0.0,0.010643564356435644,0.0029702970297029703,0.0029702970297029703,0.0,0.0029702970297029703,0.0029702970297029703,0.0,0.0,0.0,0.0,0.0,97.364,59.791999999999994,59.791999999999994,34.744,2.424,109.888,52.3,77.16399999999999,22.624000000000002,1.36,39.995999999999995,79.99199999999999,0.0,1.2351485148514851,0.46039603960396047,0.452970297029703,0.3391089108910891,0.04727722772277228,0.0655940594059406,48.8,41.9,0.5717821782178218,3.5841584158415847,0.05965346534653466,1.8861386138613863,0.04430693069306931,0.015346534653465346,87.264,39.995999999999995,0.6237623762376238,0.07326732673267326,60.599999999999994,34.744,0.0,0.0,2.424,0.0,194.32399999999998,17.372,27.472,38.9,Wing-Back,40.4
2022-2023,Aaron Zehnter,DF,Augsburg,de Bundesliga,de GER,17,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047961630695443645,0.047961630695443645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023980815347721823,0.0,0.0,0.023980815347721823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.07194244604316546,0.023980815347721823,0.047961630695443645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Winger,41.7
